id,sender,subject,email_text,label
4378,phishing4378@inbox.net,Limited Time Deal,A security review requires immediate confirmation of your identity.,Spam
8149,cryptoscam8149@service.co,Claim Prize,Join our crypto platform and start earning guaranteed returns.,Spam
37071,healthcare37071@mail.com,Project Update,Reminder for your upcoming health checkup appointment.,Ham
7531,bankingscam7531@company.org,Exclusive Offer,Your bank account requires urgent verification to avoid suspension.,Spam
32245,personal32245@support.io,Course Information,Thank you for your support and assistance.,Ham
18616,fakejobs18616@support.io,Urgent Verification,Start your dream job from home and get paid weekly.,Spam
4920,fakejobs4920@company.org,Reward Waiting,Immediate hiring for online positions with attractive salaries.,Spam
45740,education45740@company.org,Invoice Notice,Please attend the scheduled academic session.,Ham
29989,personal29989@mail.com,Project Update,Looking forward to catching up with you soon.,Ham
14028,shoppingoffers14028@support.io,Investment Opportunity,Huge seasonal sale with limited-time rewards.,Spam
35091,education35091@service.co,Invoice Notice,Your assignment submission deadline is approaching.,Ham
22427,bankingscam22427@company.org,Reward Waiting,Security alert detected. Confirm your banking information immediately.,Spam
40772,office40772@mail.com,Invoice Notice,Please review the project update before tomorrow's meeting.,Ham
7574,bankingscam7574@service.co,Win Cash,Security alert detected. Confirm your banking information immediately.,Spam
38702,personal38702@inbox.net,Meeting Reminder,Looking forward to catching up with you soon.,Ham
73,cryptoscam73@service.co,Win Cash,Double your investment with this exclusive crypto opportunity.,Spam
26587,support26587@mail.com,Support Update,Your support ticket has been updated by our team.,Ham
22670,lottery22670@company.org,Investment Opportunity,Your lucky ticket has been chosen for a cash reward.,Spam
45970,office45970@company.org,Appointment Reminder,The team meeting agenda has been shared for discussion.,Ham
24265,bankingscam24265@inbox.net,Reward Waiting,Unusual activity found on your account. Verify your details.,Spam
10291,fakejobs10291@service.co,Claim Prize,Work remotely and earn a high monthly income with no experience.,Spam
23203,bankingscam23203@mail.com,Investment Opportunity,Unusual activity found on your account. Verify your details.,Spam
38035,education38035@inbox.net,Meeting Reminder,The course materials have been uploaded to the portal.,Ham
32752,healthcare32752@inbox.net,Invoice Notice,Your medical report is ready for review.,Ham
34149,finance34149@service.co,Support Update,Please review the attached invoice for processing.,Ham
13660,phishing13660@service.co,Claim Prize,A security review requires immediate confirmation of your identity.,Spam
31673,personal31673@service.co,Project Update,Hope you are doing well and having a great week.,Ham
31897,finance31897@service.co,Appointment Reminder,Payment confirmation has been successfully received.,Ham
12592,bankingscam12592@service.co,Win Cash,Unusual activity found on your account. Verify your details.,Spam
7524,fakejobs7524@company.org,Reward Waiting,Start your dream job from home and get paid weekly.,Spam
18500,fakejobs18500@company.org,Win Cash,Immediate hiring for online positions with attractive salaries.,Spam
45622,office45622@support.io,Project Update,Kindly provide your feedback on the latest proposal.,Ham
49665,finance49665@service.co,Appointment Reminder,Payment confirmation has been successfully received.,Ham
17394,cryptoscam17394@company.org,Win Cash,Limited crypto investment slots available today.,Spam
21744,bankingscam21744@support.io,Claim Prize,Security alert detected. Confirm your banking information immediately.,Spam
15729,fakejobs15729@mail.com,Limited Time Deal,Start your dream job from home and get paid weekly.,Spam
39838,office39838@service.co,Invoice Notice,Kindly provide your feedback on the latest proposal.,Ham
15111,lottery15111@company.org,Win Cash,You have won a grand prize. Complete the claim process now.,Spam
22354,shoppingoffers22354@support.io,Investment Opportunity,Claim your free gift with every purchase while stocks last.,Spam
25511,office25511@company.org,Meeting Reminder,Please review the project update before tomorrow's meeting.,Ham
33672,finance33672@support.io,Appointment Reminder,Please review the attached invoice for processing.,Ham
32227,education32227@company.org,Course Information,Your assignment submission deadline is approaching.,Ham
47811,office47811@company.org,Support Update,Please review the project update before tomorrow's meeting.,Ham
2253,shoppingoffers2253@mail.com,Claim Prize,Exclusive discount available on premium products today.,Spam
43720,support43720@service.co,Support Update,We have resolved the issue reported in your request.,Ham
38657,education38657@support.io,Meeting Reminder,The course materials have been uploaded to the portal.,Ham
42938,support42938@mail.com,Course Information,Thank you for contacting customer support.,Ham
48432,healthcare48432@support.io,Support Update,Please follow the instructions shared by your healthcare provider.,Ham
44446,education44446@mail.com,Appointment Reminder,Your assignment submission deadline is approaching.,Ham
46657,healthcare46657@company.org,Course Information,Reminder for your upcoming health checkup appointment.,Ham
48255,finance48255@support.io,Project Update,Please review the attached invoice for processing.,Ham
41115,personal41115@support.io,Project Update,Thank you for your support and assistance.,Ham
34251,support34251@support.io,Invoice Notice,We have resolved the issue reported in your request.,Ham
38977,personal38977@company.org,Meeting Reminder,Hope you are doing well and having a great week.,Ham
13261,shoppingoffers13261@support.io,Claim Prize,Claim your free gift with every purchase while stocks last.,Spam
46973,healthcare46973@company.org,Project Update,Please follow the instructions shared by your healthcare provider.,Ham
4294,bankingscam4294@inbox.net,Exclusive Offer,Unusual activity found on your account. Verify your details.,Spam
10103,shoppingoffers10103@service.co,Investment Opportunity,Claim your free gift with every purchase while stocks last.,Spam
16394,lottery16394@mail.com,Limited Time Deal,Congratulations! You have been selected as a lottery winner. Claim your prize today.,Spam
1317,phishing1317@mail.com,Investment Opportunity,A security review requires immediate confirmation of your identity.,Spam
8269,cryptoscam8269@inbox.net,Exclusive Offer,Join our crypto platform and start earning guaranteed returns.,Spam
25366,finance25366@inbox.net,Invoice Notice,Please review the attached invoice for processing.,Ham
22911,bankingscam22911@mail.com,Claim Prize,Security alert detected. Confirm your banking information immediately.,Spam
45143,personal45143@company.org,Course Information,Hope you are doing well and having a great week.,Ham
36848,finance36848@mail.com,Invoice Notice,Your monthly account statement is now available.,Ham
42773,personal42773@support.io,Meeting Reminder,Looking forward to catching up with you soon.,Ham
14350,phishing14350@company.org,Exclusive Offer,A security review requires immediate confirmation of your identity.,Spam
9359,cryptoscam9359@company.org,Exclusive Offer,Join our crypto platform and start earning guaranteed returns.,Spam
10984,phishing10984@mail.com,Urgent Verification,Verify your login information to maintain account access.,Spam
11110,fakejobs11110@mail.com,Win Cash,Start your dream job from home and get paid weekly.,Spam
2462,fakejobs2462@mail.com,Limited Time Deal,Immediate hiring for online positions with attractive salaries.,Spam
30099,support30099@company.org,Invoice Notice,Your support ticket has been updated by our team.,Ham
2814,bankingscam2814@support.io,Exclusive Offer,Your bank account requires urgent verification to avoid suspension.,Spam
3384,cryptoscam3384@support.io,Claim Prize,Limited crypto investment slots available today.,Spam
33545,office33545@support.io,Meeting Reminder,Please review the project update before tomorrow's meeting.,Ham
36261,personal36261@service.co,Appointment Reminder,Looking forward to catching up with you soon.,Ham
159,fakejobs159@service.co,Claim Prize,Start your dream job from home and get paid weekly.,Spam
6716,fakejobs6716@company.org,Reward Waiting,Immediate hiring for online positions with attractive salaries.,Spam
31738,finance31738@support.io,Project Update,Payment confirmation has been successfully received.,Ham
31787,healthcare31787@support.io,Invoice Notice,Please follow the instructions shared by your healthcare provider.,Ham
36968,personal36968@inbox.net,Project Update,Looking forward to catching up with you soon.,Ham
27293,healthcare27293@mail.com,Support Update,Reminder for your upcoming health checkup appointment.,Ham
11840,cryptoscam11840@inbox.net,Win Cash,Limited crypto investment slots available today.,Spam
33242,support33242@company.org,Appointment Reminder,We have resolved the issue reported in your request.,Ham
11651,lottery11651@support.io,Exclusive Offer,Your lucky ticket has been chosen for a cash reward.,Spam
7523,lottery7523@support.io,Exclusive Offer,You have won a grand prize. Complete the claim process now.,Spam
35945,education35945@inbox.net,Support Update,The course materials have been uploaded to the portal.,Ham
39075,healthcare39075@mail.com,Invoice Notice,Please follow the instructions shared by your healthcare provider.,Ham
45577,personal45577@inbox.net,Appointment Reminder,Hope you are doing well and having a great week.,Ham
12635,lottery12635@service.co,Claim Prize,Your lucky ticket has been chosen for a cash reward.,Spam
47307,personal47307@inbox.net,Course Information,Hope you are doing well and having a great week.,Ham
27035,support27035@inbox.net,Course Information,We have resolved the issue reported in your request.,Ham
5169,shoppingoffers5169@company.org,Reward Waiting,Huge seasonal sale with limited-time rewards.,Spam
23042,shoppingoffers23042@company.org,Limited Time Deal,Claim your free gift with every purchase while stocks last.,Spam
1118,lottery1118@mail.com,Exclusive Offer,Congratulations! You have been selected as a lottery winner. Claim your prize today.,Spam
40888,education40888@inbox.net,Course Information,Please attend the scheduled academic session.,Ham
12954,fakejobs12954@support.io,Exclusive Offer,Start your dream job from home and get paid weekly.,Spam
42092,education42092@support.io,Support Update,Your assignment submission deadline is approaching.,Ham
49004,office49004@company.org,Invoice Notice,Please review the project update before tomorrow's meeting.,Ham
23328,phishing23328@inbox.net,Exclusive Offer,A security review requires immediate confirmation of your identity.,Spam
42870,education42870@company.org,Project Update,Please attend the scheduled academic session.,Ham
29470,education29470@support.io,Support Update,Your assignment submission deadline is approaching.,Ham
33937,support33937@company.org,Support Update,Your support ticket has been updated by our team.,Ham
12814,bankingscam12814@inbox.net,Investment Opportunity,Security alert detected. Confirm your banking information immediately.,Spam
40331,office40331@company.org,Invoice Notice,The team meeting agenda has been shared for discussion.,Ham
26784,support26784@company.org,Project Update,Your support ticket has been updated by our team.,Ham
3897,cryptoscam3897@company.org,Urgent Verification,Join our crypto platform and start earning guaranteed returns.,Spam
3152,lottery3152@support.io,Urgent Verification,Congratulations! You have been selected as a lottery winner. Claim your prize today.,Spam
49399,education49399@support.io,Course Information,Your assignment submission deadline is approaching.,Ham
40794,office40794@service.co,Support Update,Kindly provide your feedback on the latest proposal.,Ham
22501,lottery22501@inbox.net,Exclusive Offer,Congratulations! You have been selected as a lottery winner. Claim your prize today.,Spam
5812,fakejobs5812@support.io,Urgent Verification,Work remotely and earn a high monthly income with no experience.,Spam
18710,fakejobs18710@mail.com,Exclusive Offer,Work remotely and earn a high monthly income with no experience.,Spam
27211,healthcare27211@support.io,Meeting Reminder,Reminder for your upcoming health checkup appointment.,Ham
8325,fakejobs8325@support.io,Exclusive Offer,Start your dream job from home and get paid weekly.,Spam
13708,phishing13708@inbox.net,Reward Waiting,Verify your login information to maintain account access.,Spam
24703,bankingscam24703@support.io,Limited Time Deal,Security alert detected. Confirm your banking information immediately.,Spam
49357,support49357@support.io,Meeting Reminder,Thank you for contacting customer support.,Ham
26398,office26398@service.co,Appointment Reminder,Please review the project update before tomorrow's meeting.,Ham
30804,personal30804@company.org,Project Update,Looking forward to catching up with you soon.,Ham
48054,office48054@company.org,Project Update,The team meeting agenda has been shared for discussion.,Ham
20321,phishing20321@company.org,Exclusive Offer,A security review requires immediate confirmation of your identity.,Spam
43877,education43877@support.io,Project Update,Please attend the scheduled academic session.,Ham
26386,healthcare26386@support.io,Appointment Reminder,Reminder for your upcoming health checkup appointment.,Ham
22324,cryptoscam22324@inbox.net,Exclusive Offer,Limited crypto investment slots available today.,Spam
49537,education49537@service.co,Course Information,Please attend the scheduled academic session.,Ham
33628,office33628@service.co,Support Update,Kindly provide your feedback on the latest proposal.,Ham
11711,phishing11711@support.io,Claim Prize,Your email account password is expiring. Update credentials now.,Spam
15740,cryptoscam15740@mail.com,Limited Time Deal,Double your investment with this exclusive crypto opportunity.,Spam
41098,healthcare41098@company.org,Project Update,Reminder for your upcoming health checkup appointment.,Ham
47696,finance47696@company.org,Support Update,Payment confirmation has been successfully received.,Ham
47927,finance47927@mail.com,Support Update,Your monthly account statement is now available.,Ham
46509,education46509@support.io,Invoice Notice,Your assignment submission deadline is approaching.,Ham
6184,phishing6184@support.io,Reward Waiting,A security review requires immediate confirmation of your identity.,Spam
35281,support35281@company.org,Project Update,Your support ticket has been updated by our team.,Ham
2638,fakejobs2638@support.io,Investment Opportunity,Work remotely and earn a high monthly income with no experience.,Spam
38642,education38642@company.org,Course Information,Please attend the scheduled academic session.,Ham
27231,finance27231@support.io,Meeting Reminder,Your monthly account statement is now available.,Ham
46734,healthcare46734@support.io,Support Update,Reminder for your upcoming health checkup appointment.,Ham
46728,support46728@inbox.net,Meeting Reminder,We have resolved the issue reported in your request.,Ham
16745,phishing16745@service.co,Reward Waiting,Verify your login information to maintain account access.,Spam
5124,lottery5124@support.io,Reward Waiting,You have won a grand prize. Complete the claim process now.,Spam
27877,education27877@service.co,Invoice Notice,Please attend the scheduled academic session.,Ham
48509,finance48509@support.io,Invoice Notice,Please review the attached invoice for processing.,Ham
32357,healthcare32357@inbox.net,Course Information,Please follow the instructions shared by your healthcare provider.,Ham
26743,support26743@inbox.net,Invoice Notice,Your support ticket has been updated by our team.,Ham
13308,fakejobs13308@support.io,Urgent Verification,Immediate hiring for online positions with attractive salaries.,Spam
44295,personal44295@support.io,Appointment Reminder,Looking forward to catching up with you soon.,Ham
7258,bankingscam7258@inbox.net,Exclusive Offer,Security alert detected. Confirm your banking information immediately.,Spam
4788,cryptoscam4788@service.co,Exclusive Offer,Limited crypto investment slots available today.,Spam
46938,office46938@service.co,Appointment Reminder,Kindly provide your feedback on the latest proposal.,Ham
43958,personal43958@mail.com,Support Update,Thank you for your support and assistance.,Ham
37429,education37429@service.co,Support Update,Please attend the scheduled academic session.,Ham
37868,education37868@inbox.net,Support Update,Please attend the scheduled academic session.,Ham
31641,office31641@mail.com,Invoice Notice,The team meeting agenda has been shared for discussion.,Ham
723,shoppingoffers723@service.co,Exclusive Offer,Claim your free gift with every purchase while stocks last.,Spam
43956,finance43956@mail.com,Invoice Notice,Please review the attached invoice for processing.,Ham
24516,phishing24516@company.org,Investment Opportunity,A security review requires immediate confirmation of your identity.,Spam
32740,healthcare32740@support.io,Project Update,Reminder for your upcoming health checkup appointment.,Ham
26915,support26915@company.org,Appointment Reminder,Thank you for contacting customer support.,Ham
29290,finance29290@inbox.net,Meeting Reminder,Please review the attached invoice for processing.,Ham
41799,finance41799@support.io,Invoice Notice,Please review the attached invoice for processing.,Ham
15036,lottery15036@mail.com,Reward Waiting,Your lucky ticket has been chosen for a cash reward.,Spam
44109,finance44109@mail.com,Support Update,Please review the attached invoice for processing.,Ham
21405,bankingscam21405@company.org,Urgent Verification,Your bank account requires urgent verification to avoid suspension.,Spam
48393,support48393@service.co,Course Information,Your support ticket has been updated by our team.,Ham
43894,finance43894@service.co,Invoice Notice,Your monthly account statement is now available.,Ham
31614,support31614@inbox.net,Invoice Notice,Your support ticket has been updated by our team.,Ham
8620,shoppingoffers8620@company.org,Claim Prize,Exclusive discount available on premium products today.,Spam
6725,shoppingoffers6725@company.org,Investment Opportunity,Huge seasonal sale with limited-time rewards.,Spam
16672,shoppingoffers16672@service.co,Win Cash,Huge seasonal sale with limited-time rewards.,Spam
45357,education45357@inbox.net,Course Information,Your assignment submission deadline is approaching.,Ham
22794,phishing22794@company.org,Exclusive Offer,Verify your login information to maintain account access.,Spam
40709,education40709@company.org,Course Information,Your assignment submission deadline is approaching.,Ham
43316,healthcare43316@mail.com,Invoice Notice,Reminder for your upcoming health checkup appointment.,Ham
35992,finance35992@support.io,Appointment Reminder,Payment confirmation has been successfully received.,Ham
8298,bankingscam8298@inbox.net,Reward Waiting,Unusual activity found on your account. Verify your details.,Spam
11920,bankingscam11920@mail.com,Reward Waiting,Security alert detected. Confirm your banking information immediately.,Spam
35387,education35387@support.io,Appointment Reminder,The course materials have been uploaded to the portal.,Ham
41236,healthcare41236@company.org,Support Update,Reminder for your upcoming health checkup appointment.,Ham
3652,shoppingoffers3652@inbox.net,Win Cash,Huge seasonal sale with limited-time rewards.,Spam
48630,finance48630@service.co,Course Information,Please review the attached invoice for processing.,Ham
46199,healthcare46199@company.org,Course Information,Your medical report is ready for review.,Ham
27328,finance27328@inbox.net,Appointment Reminder,Your monthly account statement is now available.,Ham
8209,cryptoscam8209@mail.com,Investment Opportunity,Limited crypto investment slots available today.,Spam
23603,shoppingoffers23603@company.org,Claim Prize,Claim your free gift with every purchase while stocks last.,Spam
5996,lottery5996@company.org,Urgent Verification,You have won a grand prize. Complete the claim process now.,Spam
10877,cryptoscam10877@company.org,Limited Time Deal,Join our crypto platform and start earning guaranteed returns.,Spam
16209,shoppingoffers16209@inbox.net,Limited Time Deal,Exclusive discount available on premium products today.,Spam
23646,bankingscam23646@company.org,Urgent Verification,Security alert detected. Confirm your banking information immediately.,Spam
15005,lottery15005@support.io,Reward Waiting,You have won a grand prize. Complete the claim process now.,Spam
5039,cryptoscam5039@service.co,Investment Opportunity,Limited crypto investment slots available today.,Spam
11609,bankingscam11609@mail.com,Reward Waiting,Unusual activity found on your account. Verify your details.,Spam
36574,education36574@mail.com,Meeting Reminder,Your assignment submission deadline is approaching.,Ham
32714,education32714@support.io,Project Update,The course materials have been uploaded to the portal.,Ham
37446,support37446@service.co,Meeting Reminder,Your support ticket has been updated by our team.,Ham
40775,support40775@mail.com,Meeting Reminder,We have resolved the issue reported in your request.,Ham
27163,support27163@service.co,Appointment Reminder,Your support ticket has been updated by our team.,Ham
46771,support46771@company.org,Appointment Reminder,Thank you for contacting customer support.,Ham
44331,support44331@inbox.net,Invoice Notice,Your support ticket has been updated by our team.,Ham
18133,bankingscam18133@mail.com,Exclusive Offer,Unusual activity found on your account. Verify your details.,Spam
10946,phishing10946@service.co,Claim Prize,Verify your login information to maintain account access.,Spam
18893,shoppingoffers18893@mail.com,Limited Time Deal,Exclusive discount available on premium products today.,Spam
30767,healthcare30767@service.co,Meeting Reminder,Reminder for your upcoming health checkup appointment.,Ham
48378,finance48378@support.io,Support Update,Your monthly account statement is now available.,Ham
1972,cryptoscam1972@mail.com,Investment Opportunity,Join our crypto platform and start earning guaranteed returns.,Spam
24418,lottery24418@company.org,Win Cash,You have won a grand prize. Complete the claim process now.,Spam
42261,office42261@company.org,Support Update,Kindly provide your feedback on the latest proposal.,Ham
7627,bankingscam7627@mail.com,Urgent Verification,Security alert detected. Confirm your banking information immediately.,Spam
47963,healthcare47963@inbox.net,Appointment Reminder,Please follow the instructions shared by your healthcare provider.,Ham
32370,healthcare32370@mail.com,Appointment Reminder,Reminder for your upcoming health checkup appointment.,Ham
28445,office28445@mail.com,Course Information,The team meeting agenda has been shared for discussion.,Ham
5451,cryptoscam5451@mail.com,Limited Time Deal,Limited crypto investment slots available today.,Spam
3995,fakejobs3995@service.co,Urgent Verification,Start your dream job from home and get paid weekly.,Spam
48215,finance48215@service.co,Support Update,Please review the attached invoice for processing.,Ham
4711,fakejobs4711@inbox.net,Limited Time Deal,Work remotely and earn a high monthly income with no experience.,Spam
4863,lottery4863@mail.com,Claim Prize,You have won a grand prize. Complete the claim process now.,Spam
40163,support40163@mail.com,Course Information,Your support ticket has been updated by our team.,Ham
1995,lottery1995@company.org,Claim Prize,Congratulations! You have been selected as a lottery winner. Claim your prize today.,Spam
36823,healthcare36823@mail.com,Appointment Reminder,Please follow the instructions shared by your healthcare provider.,Ham
860,cryptoscam860@support.io,Investment Opportunity,Limited crypto investment slots available today.,Spam
39579,office39579@mail.com,Appointment Reminder,Kindly provide your feedback on the latest proposal.,Ham
21226,fakejobs21226@inbox.net,Win Cash,Work remotely and earn a high monthly income with no experience.,Spam
49051,healthcare49051@company.org,Support Update,Your medical report is ready for review.,Ham
15742,fakejobs15742@support.io,Urgent Verification,Immediate hiring for online positions with attractive salaries.,Spam
36059,personal36059@company.org,Support Update,Hope you are doing well and having a great week.,Ham
11213,phishing11213@service.co,Limited Time Deal,Verify your login information to maintain account access.,Spam
42379,finance42379@mail.com,Appointment Reminder,Your monthly account statement is now available.,Ham
24981,phishing24981@company.org,Reward Waiting,Verify your login information to maintain account access.,Spam
26629,personal26629@service.co,Appointment Reminder,Looking forward to catching up with you soon.,Ham
42996,education42996@service.co,Course Information,The course materials have been uploaded to the portal.,Ham
32645,finance32645@support.io,Meeting Reminder,Your monthly account statement is now available.,Ham
9785,fakejobs9785@company.org,Investment Opportunity,Immediate hiring for online positions with attractive salaries.,Spam
9185,shoppingoffers9185@mail.com,Win Cash,Huge seasonal sale with limited-time rewards.,Spam
25085,finance25085@mail.com,Invoice Notice,Payment confirmation has been successfully received.,Ham
13438,lottery13438@inbox.net,Claim Prize,You have won a grand prize. Complete the claim process now.,Spam
8040,phishing8040@support.io,Limited Time Deal,Your email account password is expiring. Update credentials now.,Spam
27393,finance27393@service.co,Project Update,Payment confirmation has been successfully received.,Ham
31740,education31740@company.org,Course Information,The course materials have been uploaded to the portal.,Ham
25824,office25824@company.org,Project Update,Please review the project update before tomorrow's meeting.,Ham
43033,personal43033@support.io,Invoice Notice,Thank you for your support and assistance.,Ham
48209,office48209@company.org,Support Update,Please review the project update before tomorrow's meeting.,Ham
906,phishing906@support.io,Investment Opportunity,A security review requires immediate confirmation of your identity.,Spam
16,shoppingoffers16@support.io,Limited Time Deal,Claim your free gift with every purchase while stocks last.,Spam
5289,bankingscam5289@mail.com,Claim Prize,Unusual activity found on your account. Verify your details.,Spam
32738,finance32738@support.io,Appointment Reminder,Please review the attached invoice for processing.,Ham
2370,shoppingoffers2370@support.io,Claim Prize,Huge seasonal sale with limited-time rewards.,Spam
19923,shoppingoffers19923@inbox.net,Win Cash,Exclusive discount available on premium products today.,Spam
6221,phishing6221@inbox.net,Reward Waiting,Verify your login information to maintain account access.,Spam
6027,shoppingoffers6027@mail.com,Investment Opportunity,Huge seasonal sale with limited-time rewards.,Spam
31869,support31869@company.org,Meeting Reminder,We have resolved the issue reported in your request.,Ham
38095,office38095@service.co,Invoice Notice,Please review the project update before tomorrow's meeting.,Ham
12227,shoppingoffers12227@mail.com,Exclusive Offer,Huge seasonal sale with limited-time rewards.,Spam
1053,bankingscam1053@service.co,Limited Time Deal,Your bank account requires urgent verification to avoid suspension.,Spam
33931,support33931@support.io,Invoice Notice,We have resolved the issue reported in your request.,Ham
20737,cryptoscam20737@service.co,Exclusive Offer,Limited crypto investment slots available today.,Spam
43948,office43948@mail.com,Appointment Reminder,The team meeting agenda has been shared for discussion.,Ham
31233,office31233@company.org,Invoice Notice,Kindly provide your feedback on the latest proposal.,Ham
10730,cryptoscam10730@mail.com,Investment Opportunity,Join our crypto platform and start earning guaranteed returns.,Spam
28731,finance28731@service.co,Course Information,Please review the attached invoice for processing.,Ham
2536,shoppingoffers2536@service.co,Urgent Verification,Huge seasonal sale with limited-time rewards.,Spam
1504,shoppingoffers1504@mail.com,Limited Time Deal,Exclusive discount available on premium products today.,Spam
886,fakejobs886@service.co,Urgent Verification,Work remotely and earn a high monthly income with no experience.,Spam
1967,bankingscam1967@inbox.net,Urgent Verification,Unusual activity found on your account. Verify your details.,Spam
26045,education26045@service.co,Course Information,Your assignment submission deadline is approaching.,Ham
6226,shoppingoffers6226@company.org,Claim Prize,Exclusive discount available on premium products today.,Spam
4363,lottery4363@support.io,Limited Time Deal,Congratulations! You have been selected as a lottery winner. Claim your prize today.,Spam
13063,lottery13063@inbox.net,Win Cash,You have won a grand prize. Complete the claim process now.,Spam
1389,shoppingoffers1389@service.co,Urgent Verification,Claim your free gift with every purchase while stocks last.,Spam
35659,personal35659@support.io,Meeting Reminder,Hope you are doing well and having a great week.,Ham
22120,shoppingoffers22120@service.co,Investment Opportunity,Exclusive discount available on premium products today.,Spam
45224,support45224@service.co,Course Information,Your support ticket has been updated by our team.,Ham
8514,phishing8514@support.io,Claim Prize,Verify your login information to maintain account access.,Spam
8679,phishing8679@mail.com,Claim Prize,A security review requires immediate confirmation of your identity.,Spam
2058,lottery2058@company.org,Limited Time Deal,You have won a grand prize. Complete the claim process now.,Spam
1246,lottery1246@service.co,Urgent Verification,Your lucky ticket has been chosen for a cash reward.,Spam
13400,cryptoscam13400@support.io,Urgent Verification,Double your investment with this exclusive crypto opportunity.,Spam
7727,fakejobs7727@service.co,Urgent Verification,Work remotely and earn a high monthly income with no experience.,Spam
44574,personal44574@service.co,Meeting Reminder,Looking forward to catching up with you soon.,Ham
6608,bankingscam6608@mail.com,Limited Time Deal,Security alert detected. Confirm your banking information immediately.,Spam
19987,shoppingoffers19987@support.io,Win Cash,Claim your free gift with every purchase while stocks last.,Spam
46747,support46747@inbox.net,Meeting Reminder,Thank you for contacting customer support.,Ham
48873,office48873@support.io,Invoice Notice,The team meeting agenda has been shared for discussion.,Ham
15170,shoppingoffers15170@mail.com,Limited Time Deal,Claim your free gift with every purchase while stocks last.,Spam
20008,shoppingoffers20008@mail.com,Limited Time Deal,Exclusive discount available on premium products today.,Spam
37917,support37917@mail.com,Meeting Reminder,Thank you for contacting customer support.,Ham
7660,bankingscam7660@support.io,Investment Opportunity,Unusual activity found on your account. Verify your details.,Spam
27256,office27256@mail.com,Course Information,Please review the project update before tomorrow's meeting.,Ham
41693,healthcare41693@company.org,Course Information,Reminder for your upcoming health checkup appointment.,Ham
6140,bankingscam6140@mail.com,Limited Time Deal,Your bank account requires urgent verification to avoid suspension.,Spam
30730,office30730@mail.com,Invoice Notice,Kindly provide your feedback on the latest proposal.,Ham
22432,fakejobs22432@service.co,Urgent Verification,Immediate hiring for online positions with attractive salaries.,Spam
3487,lottery3487@mail.com,Win Cash,Your lucky ticket has been chosen for a cash reward.,Spam
23866,fakejobs23866@mail.com,Claim Prize,Work remotely and earn a high monthly income with no experience.,Spam
4118,fakejobs4118@company.org,Win Cash,Immediate hiring for online positions with attractive salaries.,Spam
24563,shoppingoffers24563@service.co,Urgent Verification,Claim your free gift with every purchase while stocks last.,Spam
2750,bankingscam2750@service.co,Exclusive Offer,Unusual activity found on your account. Verify your details.,Spam
15558,shoppingoffers15558@mail.com,Urgent Verification,Exclusive discount available on premium products today.,Spam
8931,phishing8931@inbox.net,Claim Prize,Your email account password is expiring. Update credentials now.,Spam
36147,education36147@inbox.net,Project Update,The course materials have been uploaded to the portal.,Ham
20680,phishing20680@support.io,Urgent Verification,Verify your login information to maintain account access.,Spam
31031,finance31031@service.co,Support Update,Payment confirmation has been successfully received.,Ham
17318,phishing17318@company.org,Claim Prize,Your email account password is expiring. Update credentials now.,Spam
31563,personal31563@service.co,Appointment Reminder,Hope you are doing well and having a great week.,Ham
29490,support29490@inbox.net,Appointment Reminder,Thank you for contacting customer support.,Ham
19130,shoppingoffers19130@company.org,Win Cash,Exclusive discount available on premium products today.,Spam
30849,personal30849@service.co,Project Update,Thank you for your support and assistance.,Ham
37175,healthcare37175@company.org,Course Information,Reminder for your upcoming health checkup appointment.,Ham
30148,healthcare30148@company.org,Project Update,Reminder for your upcoming health checkup appointment.,Ham
273,cryptoscam273@service.co,Exclusive Offer,Join our crypto platform and start earning guaranteed returns.,Spam
752,lottery752@support.io,Urgent Verification,Your lucky ticket has been chosen for a cash reward.,Spam
36340,personal36340@support.io,Course Information,Thank you for your support and assistance.,Ham
24819,shoppingoffers24819@mail.com,Limited Time Deal,Claim your free gift with every purchase while stocks last.,Spam
30427,education30427@service.co,Project Update,Your assignment submission deadline is approaching.,Ham
2844,bankingscam2844@company.org,Limited Time Deal,Security alert detected. Confirm your banking information immediately.,Spam
7475,lottery7475@company.org,Investment Opportunity,You have won a grand prize. Complete the claim process now.,Spam
31238,healthcare31238@mail.com,Meeting Reminder,Please follow the instructions shared by your healthcare provider.,Ham
29422,healthcare29422@inbox.net,Invoice Notice,Reminder for your upcoming health checkup appointment.,Ham
27182,education27182@service.co,Support Update,The course materials have been uploaded to the portal.,Ham
48998,healthcare48998@support.io,Appointment Reminder,Your medical report is ready for review.,Ham
2944,phishing2944@company.org,Urgent Verification,Verify your login information to maintain account access.,Spam
21191,lottery21191@mail.com,Win Cash,You have won a grand prize. Complete the claim process now.,Spam
13534,phishing13534@inbox.net,Urgent Verification,Your email account password is expiring. Update credentials now.,Spam
37693,office37693@company.org,Appointment Reminder,The team meeting agenda has been shared for discussion.,Ham
43639,finance43639@service.co,Appointment Reminder,Payment confirmation has been successfully received.,Ham
21945,phishing21945@inbox.net,Win Cash,Your email account password is expiring. Update credentials now.,Spam
32083,finance32083@inbox.net,Course Information,Payment confirmation has been successfully received.,Ham
48986,education48986@company.org,Invoice Notice,Please attend the scheduled academic session.,Ham
16079,lottery16079@mail.com,Exclusive Offer,Congratulations! You have been selected as a lottery winner. Claim your prize today.,Spam
